,Fecha,TC,Importe,IVA,RET ISR,RET IVA,TOTAL MX,TOTAL SAT,Tipo
200,2022-02-01,1.0,5551.98,888.32,0.0,0.0,6440.299999999999,6440.3,
201,2022-02-01,1.0,980.0,156.8,0.0,0.0,1136.8,1136.8,
202,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
203,2022-02-01,1.0,327.73,52.44,0.0,0.0,380.17,390.0,
204,2022-02-01,1.0,327.73,52.44,0.0,0.0,380.17,390.0,
205,2022-02-01,1.0,3627.87,580.46,0.0,0.0,4208.33,4208.33,
206,2022-02-01,1.0,289.0,0.0,0.0,0.0,289.0,289.0,
207,2022-02-01,1.0,525.0,84.0,0.0,0.0,609.0,609.0,
208,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
209,2022-02-01,1.0,2400.0,0.0,0.0,0.0,2400.0,2400.0,
210,2022-02-01,1.0,1107.43,172.79,0.0,0.0,1280.22,1280.22,
211,2022-02-01,1.0,3500.0,560.0,0.0,0.0,4060.0,4060.0,
212,2022-02-01,1.0,4543.1,726.9,0.0,0.0,5270.0,5270.0,
213,2022-02-01,1.0,1449.2,171.8,0.0,0.0,1711.5,1782.0,
214,2022-02-01,1.0,7319.16,171.8,0.0,0.0,8490.23,8490.23,
215,2022-02-01,1.0,109.48,17.52,0.0,0.0,127.0,127.0,
216,2022-02-01,1.0,212.07,33.93,0.0,0.0,246.0,246.0,
217,2022-02-01,1.0,256.9,41.1,0.0,0.0,298.0,298.0,
218,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
219,2022-02-01,1.0,998.4,159.74,0.0,0.0,1158.1399999999999,1158.14,
220,2022-02-01,1.0,148.28,23.72,0.0,0.0,172.0,172.0,
221,2022-02-01,1.0,67.58999999999999,4.41,0.0,0.0,71.99999999999999,72.0,
222,2022-02-01,1.0,948.27,151.72,0.0,0.0,1099.99,1099.99,
223,2022-02-01,1.0,1042.24,166.76,0.0,0.0,1209.0,1209.0,
224,2022-02-01,1.0,25.86,4.14,0.0,0.0,30.0,30.0,
225,2022-02-01,1.0,296.56,47.44,0.0,0.0,344.0,344.0,
226,2022-02-01,1.0,1449.2,0.0,0.0,0.0,1711.5,1782.0,
227,2022-02-01,1.0,97.41,15.59,0.0,0.0,113.0,113.0,
228,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
229,2022-02-01,1.0,451.72,72.28,0.0,0.0,524.0,524.0,
230,2022-02-01,1.0,705.61,109.99,0.0,0.0,815.6,815.6,
231,2022-02-01,1.0,577.6,92.4,0.0,0.0,670.0,670.0,
232,2022-02-01,1.0,1553.68,248.59,0.0,0.0,1802.27,1802.27,
233,2022-02-01,1.0,6564.06,171.8,0.0,0.0,7614.320000000001,7614.32,
234,2022-02-01,1.0,258.63,41.38,0.0,0.0,300.01,300.01,
235,2022-02-01,1.0,8954.38,171.8,0.0,0.0,1711.5,10387.08,
236,2022-02-01,1.0,1291.98,206.72,0.0,0.0,1498.7,1498.7,
237,2022-02-01,1.0,1449.2,0.0,0.0,0.0,1711.5,1782.0,
238,2022-02-01,1.0,4127.5,660.4,0.0,0.0,4787.9,4787.9,
239,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
240,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
241,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
242,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
243,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
244,2022-02-01,1.0,531.9,85.1,0.0,0.0,617.0,617.0,
245,2022-02-01,1.0,531.9,85.1,0.0,0.0,617.0,617.0,
246,2022-02-01,1.0,2500.0,400.0,0.0,0.0,2900.0,2900.0,
247,2022-02-01,1.0,517.24,82.76,0.0,0.0,600.0,600.0,
248,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
249,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
250,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
251,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
252,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
253,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
254,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
255,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
256,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
257,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
258,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
259,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
260,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
261,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
262,2022-02-01,1.0,6057.5,969.2,0.0,0.0,7026.7,7026.7,
263,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
264,2022-02-01,1.0,1717.25,0.0,0.0,0.0,1717.25,1717.25,
265,2022-02-01,1.0,2160.97,345.76,0.0,0.0,2506.7299999999996,2506.73,
266,2022-02-01,1.0,378.0,60.48,0.0,0.0,438.48,438.48,
267,2022-02-01,1.0,3158.95,505.44,0.0,0.0,3664.39,3664.39,
268,2022-02-01,1.0,-193.19,-30.91,0.0,0.0,-224.1,-224.1,
269,2022-02-01,1.0,1619.8,259.17,0.0,0.0,1878.97,1878.97,
270,2022-02-01,1.0,3579.44,572.71,0.0,0.0,4152.15,4152.15,
271,2022-02-01,1.0,4214.96,674.39,0.0,0.0,4889.35,4889.35,
272,2022-02-01,1.0,78.0,0.0,0.0,0.0,78.0,78.0,
273,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
274,2022-02-01,1.0,136.2,21.79,0.0,0.0,157.98999999999998,157.99,
275,2022-02-01,1.0,260.43,41.67,0.0,0.0,302.1,302.1,
276,2022-02-01,1.0,1600.0,0.0,0.0,0.0,1600.0,1600.0,
277,2022-02-01,1.0,1449.2,171.8,0.0,0.0,1711.5,1782.0,
278,2022-02-01,1.0,494.5,79.12,0.0,0.0,573.62,573.62,
279,2022-02-01,1.0,3350.0,536.0,0.0,0.0,3886.0,3886.0,
280,2022-02-01,1.0,2072.35,331.58,0.0,0.0,2403.93,2403.93,
281,2022-02-01,1.0,284.0,45.44,0.0,0.0,329.44,329.44,
282,2022-02-01,1.0,333.0,53.28,0.0,0.0,386.28,386.28,
283,2022-02-01,1.0,1449.2,0.0,0.0,0.0,1711.5,1782.0,
284,2022-02-01,1.0,1449.2,48.0,0.0,0.0,10348.0,10348.0,
285,2022-02-01,1.0,2000.0,320.0,0.0,0.0,2320.0,2320.0,
286,2022-02-01,1.0,1275.0,204.0,0.0,0.0,1479.0,1479.0,
287,2022-02-01,1.0,400.0,64.0,0.0,0.0,464.0,464.0,
288,2022-02-01,1.0,1449.2,171.8,0.0,0.0,1711.5,1782.0,
289,2022-02-01,1.0,1449.2,171.8,0.0,0.0,1711.5,1782.0,
290,2022-02-01,1.0,1402.5,224.4,0.0,0.0,1626.9,1626.9,
291,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
292,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
293,2022-02-01,1.0,5349.66,855.95,0.0,0.0,5100.009999999999,5100.01,
294,2022-02-01,1.0,589.0,94.24,0.0,0.0,683.24,683.24,
295,2022-02-01,1.0,2354.32,376.69,0.0,0.0,2721.8700000000003,2721.87,
296,2022-02-01,1.0,8620.69,171.8,0.0,0.0,10000.0,10000.0,
297,2022-02-01,1.0,5229.31,836.69,0.0,0.0,6066.0,6066.0,
298,2022-02-01,1.0,4975.0,796.0,0.0,0.0,5771.0,5771.0,
299,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
300,2022-02-01,1.0,2940.0,470.4,0.0,0.0,3410.4,3410.4,
301,2022-02-01,1.0,4290.0,686.4,0.0,0.0,4976.4,4976.4,
302,2022-02-01,1.0,1739.0,278.24,0.0,0.0,2017.24,2017.24,
303,2022-02-01,1.0,900.0,144.0,0.0,0.0,1044.0,1044.0,
304,2022-02-01,1.0,481.81,77.09,0.0,0.0,558.9,558.9,
305,2022-02-01,1.0,1449.2,171.8,0.0,0.0,1711.5,1782.0,
306,2022-02-01,1.0,260.0,0.0,0.0,0.0,260.0,260.0,
307,2022-02-01,1.0,1449.2,171.8,0.0,0.0,1711.5,1782.0,
308,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
309,2022-02-01,1.0,1449.2,171.8,0.0,0.0,1711.5,1782.0,
310,2022-02-01,1.0,193.97,31.04,0.0,0.0,225.01,225.01,
311,2022-02-01,1.0,5215.55,772.67,0.0,0.0,5988.22,5988.22,
312,2022-02-01,1.0,343.97,55.03,0.0,0.0,399.0,399.0,
313,2022-02-01,1.0,1449.2,171.8,0.0,0.0,1711.5,1782.0,
314,2022-02-01,1.0,36.43,5.83,0.0,0.0,42.26,42.26,
315,2022-02-01,1.0,8400.9,171.8,0.0,0.0,9745.039999999999,9745.04,
316,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
317,2022-02-01,1.0,0.0,0.0,0.0,0.0,0.0,3488.2,
