,TC,Importe,IVA,RET ISR,RET IVA,TOTAL MX,TOTAL SAT,Tipo
411,1.0,2991.43,478.77,0.0,0.0,3470.2,3470.2,
412,1.0,22052.58,602.89,0.0,0.0,22655.47,22655.47,
413,1.0,11605.24,0.0,0.0,0.0,11605.24,11605.24,
414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
415,1.0,5551.38,888.22,0.0,0.0,6439.6,6439.6,
416,1.0,5551.98,888.32,0.0,0.0,6440.299999999999,6440.3,
417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
418,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
419,1.0,442.45,70.79,0.0,0.0,513.24,513.24,
420,1.0,5370.0,859.2,0.0,0.0,6229.2,6229.2,
421,1.0,4543.1,726.9,0.0,0.0,5270.0,5270.0,
422,1.0,2555.7,408.91,0.0,0.0,2964.6099999999997,2964.61,
423,1.0,4310.34,689.66,0.0,0.0,5000.0,5000.0,
424,1.0,25557.01,0.0,0.0,0.0,25557.01,25557.01,
425,1.0,490.0,78.4,0.0,0.0,568.4,568.4,
426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
427,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
428,1.0,-442.45,-70.79,0.0,0.0,-513.24,-513.24,
429,1.0,2500.0,400.0,0.0,0.0,2900.0,2900.0,
430,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
431,1.0,60.0,9.6,0.0,0.0,69.6,69.6,
432,1.0,1960.0,313.6,0.0,0.0,2273.6,2273.6,
433,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
434,1.0,3500.0,560.0,0.0,0.0,4060.0,4060.0,
435,1.0,130.4,20.87,0.0,3.67,147.60000000000002,147.6,
436,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
437,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
438,1.0,2522.55,403.61,0.0,0.0,2926.1600000000003,2926.16,
439,1.0,0.0,0.0,0.0,0.0,0.0,2062.5,
440,1.0,343.97,55.03,0.0,0.0,399.0,399.0,
441,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
442,20.5212,0.0,0.0,0.0,0.0,0.0,0.0,
443,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
445,1.0,90.52,14.48,0.0,0.0,105.0,105.0,
446,1.0,1452.03,232.32,0.0,0.0,1684.35,1684.35,
447,1.0,3040.0,486.4,38.0,0.0,3488.4,3488.4,
448,1.0,13737.0,2197.92,0.0,0.0,15934.92,15934.92,
449,1.0,378.0,60.48,0.0,0.0,438.48,438.48,
450,1.0,1291.98,206.72,0.0,0.0,1498.7,1498.7,
451,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
452,1.0,10300.0,48.0,0.0,0.0,10348.0,10348.0,
453,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
454,1.0,6336.0,1013.76,0.0,0.0,7349.76,7349.76,
455,1.0,5500.0,880.0,0.0,0.0,6380.0,6380.0,
456,1.0,3800.0,608.0,0.0,0.0,4408.0,4408.0,
457,1.0,17.22,2.75,0.0,0.0,19.97,19.97,
458,1.0,3530.16,564.82,0.0,0.0,4094.98,4094.98,
459,1.0,80.0,0.0,0.0,0.0,80.0,80.0,
460,1.0,8098.47,1295.75,0.0,0.0,9394.220000000001,9394.22,
461,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
462,1.0,170.06,27.21,0.0,0.0,197.27,197.27,
463,1.0,1580.64,252.9,0.0,0.0,1833.5400000000002,1833.54,
464,1.0,9637.0,1541.92,0.0,0.0,11178.92,11178.92,
465,1.0,5349.66,855.95,534.97,570.63,5100.009999999999,5100.01,
466,1.0,27258.75,4361.4,0.0,0.0,31620.15,31620.15,
467,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
468,1.0,891.0,142.56,0.0,0.0,1033.56,1033.56,
469,1.0,284.0,45.44,0.0,0.0,329.44,329.44,
470,1.0,1540.0,246.4,0.0,0.0,1786.4,1786.4,
471,1.0,1385.0,221.6,0.0,0.0,1606.6,1606.6,
472,1.0,119.83,19.17,0.0,0.0,139.0,139.0,
473,20.9262,3415.15584,546.3830820000001,0.0,0.0,3961.5389219999997,189.31,
474,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
475,1.0,3500.0,560.0,0.0,0.0,4060.0,4060.0,
476,1.0,3250.0,520.0,0.0,0.0,3770.0,3770.0,
477,1.0,2470.0,395.2,0.0,0.0,2865.2,2865.2,
478,1.0,2264.9,362.39,0.0,0.0,2627.29,2627.29,
479,1.0,2355.21,376.83,0.0,0.0,2732.04,2732.04,
480,1.0,-4310.34,-689.66,0.0,0.0,-5000.0,-5000.0,
481,1.0,333.0,53.28,0.0,0.0,386.28,386.28,
482,1.0,23552.03,0.0,0.0,0.0,23552.03,23552.03,
483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
484,1.0,687.93,110.07,0.0,0.0,798.0,798.0,
485,1.0,256.0,40.96,0.0,0.0,296.96,296.96,
486,1.0,279.0,44.64,0.0,0.0,323.64,323.64,
487,1.0,1184.99,189.6,0.0,0.0,1374.59,1374.59,
488,1.0,275.86,44.14,0.0,0.0,320.0,320.0,
489,1.0,158.62,25.38,0.0,0.0,184.0,184.0,
490,1.0,3400.0,544.0,0.0,0.0,3944.0,3944.0,
491,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
492,1.0,948.96,151.83,0.0,0.0,1100.79,1100.79,
493,1.0,76.51,12.24,0.0,0.0,88.75,88.75,
494,1.0,700.0,112.0,0.0,0.0,812.0,812.0,
495,1.0,122.65,19.63,0.0,3.43,138.85,138.85,
496,1.0,728.8,116.61,0.0,0.0,845.41,845.41,
497,1.0,1363.68,218.19,0.0,0.0,1581.8700000000001,1581.87,
498,1.0,38392.75,6142.84,0.0,0.0,44535.59,44535.59,
499,1.0,653.14,104.5,0.0,0.0,757.64,757.64,
500,1.0,900.0,144.0,0.0,0.0,1044.0,1044.0,
501,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
502,1.0,160.0,0.0,0.0,0.0,160.0,160.0,
503,1.0,13382.0,2141.12,0.0,0.0,15523.119999999999,15523.12,
504,1.0,0.0,0.0,0.0,0.0,0.0,3493.85,
505,1.0,600.0,96.0,0.0,0.0,696.0,696.0,
506,1.0,50.02,8.0,0.0,0.0,58.02,58.02,
507,1.0,-136.21,-21.79,0.0,0.0,-158.0,-158.0,
508,1.0,910.0,145.6,0.0,0.0,1055.6,1055.6,
509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
510,1.0,937.25,149.96,0.0,0.0,1087.21,1087.21,
511,1.0,2592.0,414.72,0.0,0.0,3006.7200000000003,3006.72,
512,1.0,1195.63,186.02,0.0,0.0,1381.65,1381.65,
513,1.0,495.0,0.0,0.0,0.0,495.0,495.0,
514,1.0,5900.0,944.0,0.0,0.0,6844.0,6844.0,
515,1.0,318.75,51.0,0.0,0.0,369.75,369.75,
516,1.0,5311.85,786.94,0.0,0.0,6098.790000000001,6098.79,
517,1.0,8000.0,1280.0,0.0,0.0,9280.0,9280.0,
518,1.0,517.24,82.76,0.0,0.0,600.0,600.0,
519,1.0,2980.0,476.8,0.0,0.0,3456.8,3456.8,
520,1.0,4470.0,715.2,0.0,0.0,5185.2,5185.2,
521,1.0,52.92,8.47,0.0,0.0,61.39,61.39,
522,1.0,2479.01,396.64,0.0,0.0,2875.65,2875.65,
523,1.0,24790.13,0.0,0.0,0.0,24790.13,24790.13,
524,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
525,1.0,1293.1799999999998,206.91,0.0,0.0,1500.09,1500.09,
526,1.0,1478.71,236.59,0.0,0.0,1715.3,1715.3,
527,1.0,1233.0,197.28,0.0,0.0,1430.28,1430.28,
528,1.0,1052.87,168.46,0.0,0.0,1221.33,1221.33,
529,1.0,763.77,122.2,0.0,0.0,885.97,885.97,
530,1.0,6324.0,1011.84,0.0,0.0,7335.84,7335.84,
531,1.0,28000.0,4480.0,2800.0,2986.68,26693.32,26693.32,
532,1.0,500.0,80.0,0.0,0.0,580.0,580.0,
533,1.0,977.91,156.47,0.0,0.0,1134.3799999999999,1134.38,
534,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
535,1.0,1275.86,204.14,0.0,0.0,1480.0,1480.0,
536,1.0,1630.17,260.83,0.0,0.0,1891.0,1891.0,
537,1.0,646.55,103.45,0.0,0.0,750.0,750.0,
538,1.0,1387.93,222.07,0.0,0.0,1610.0,1610.0,
539,1.0,2000.0,320.0,0.0,0.0,2320.0,2320.0,
540,1.0,2000.0,320.0,0.0,0.0,2320.0,2320.0,
541,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
542,1.0,3643.0,0.0,0.0,0.0,3643.0,3643.0,
543,1.0,162.13,25.94,0.0,0.0,188.07,188.07,
544,1.0,1372.52,219.6,0.0,0.0,1592.12,1592.12,
545,1.0,1664.9499999999998,266.39,0.0,0.0,1931.3399999999997,1931.34,
546,1.0,1099.95,175.99,0.0,0.0,1275.94,1275.94,
547,1.0,2040.8,326.53,0.0,0.0,2367.33,2367.33,
548,1.0,3000.0,480.0,0.0,0.0,3480.0,3480.0,
549,1.0,3400.0,544.0,0.0,0.0,3944.0,3944.0,
550,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
551,1.0,420.15,67.22,0.0,0.0,487.37,487.37,
552,1.0,416.96000000000004,66.71,0.0,0.0,483.67,483.67,
553,1.0,350.0,56.0,0.0,0.0,406.0,406.0,
554,1.0,3960.33,633.65,0.0,0.0,4593.98,4593.98,
555,1.0,846.3,131.72,0.0,0.0,978.02,978.02,
556,1.0,1275.86,204.14,0.0,0.0,1480.0,1480.0,
557,1.0,1275.86,204.14,0.0,0.0,1480.0,1480.0,
558,1.0,15898.6,2543.78,0.0,0.0,18442.38,18442.38,
559,1.0,1145.04,178.22,0.0,0.0,1323.26,1323.26,
560,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
561,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
562,1.0,1064.66,170.35,0.0,0.0,1235.01,1235.01,
563,1.0,1064.66,170.35,0.0,0.0,1235.01,1235.01,
564,1.0,2380.0,380.8,0.0,0.0,2760.8,2760.8,
565,1.0,5349.12,855.86,0.0,0.0,6204.98,6204.98,
566,1.0,11130.5,1780.88,0.0,0.0,12911.380000000001,12911.38,
567,1.0,364.35,58.3,0.0,0.0,422.65000000000003,422.65,
568,1.0,823.1700000000001,131.71,0.0,0.0,954.8800000000001,954.88,
569,1.0,205.67000000000002,32.91,0.0,0.0,238.58,238.58,
570,1.0,4390.2,702.43,0.0,0.0,5092.63,5092.63,
571,1.0,850.0,136.0,0.0,0.0,986.0,986.0,
572,1.0,3360.0,537.6,0.0,0.0,3897.6,3897.6,
573,1.0,2970.0,475.2,0.0,0.0,3445.2,3445.2,
574,1.0,3844.7,615.15,0.0,0.0,4459.849999999999,4459.85,
575,1.0,2556.0,408.96,0.0,0.0,2964.96,2964.96,
576,1.0,258.63,41.38,0.0,0.0,300.01,300.01,
577,1.0,8700.0,1392.0,0.0,0.0,10092.0,10092.0,
578,1.0,4767.59,762.81,0.0,0.0,5530.4,5530.4,
579,1.0,3215.0,514.4,0.0,0.0,3729.4,3729.4,
580,1.0,4879.36,780.7,0.0,0.0,5660.0599999999995,5660.06,
581,1.0,8840.0,1414.4,0.0,0.0,10254.4,10254.4,
582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
583,1.0,2593.84,415.01,0.0,0.0,3008.8500000000004,3008.85,
584,1.0,-4310.34,-689.66,0.0,0.0,-5000.0,-5000.0,
585,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
586,1.0,203362.07,32537.93,0.0,0.0,235900.0,235900.0,
587,1.0,25938.46,0.0,0.0,0.0,25938.46,25938.46,
588,1.0,567.0,90.72,0.0,0.0,657.72,657.72,
589,1.0,10300.0,48.0,0.0,0.0,10348.0,10348.0,
590,1.0,110.0,17.6,0.0,0.0,127.6,127.6,
591,1.0,115.55999999999999,18.49,0.0,0.0,134.04999999999998,134.05,
592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
593,1.0,517.24,82.76,0.0,0.0,600.0,600.0,
594,1.0,215.52,34.48,0.0,0.0,250.0,250.0,
595,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
596,1.0,856.2,137.0,0.0,0.0,993.2,993.2,
597,1.0,7791.04,1246.57,0.0,0.0,9037.61,9037.61,
598,1.0,5317.93,850.87,0.0,0.0,6168.8,6168.8,
599,1.0,3861.0,0.0,0.0,0.0,3861.0,3861.0,
600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
601,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
602,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
603,1.0,1512.0,241.92,0.0,0.0,1753.92,1753.92,
604,1.0,15932.4,2549.18,0.0,0.0,18481.579999999998,18481.58,
605,1.0,271.07,43.37,0.0,0.0,314.44,314.44,
606,1.0,3902.5,624.4,0.0,0.0,4526.9,4526.9,
607,1.0,1240.0,198.4,0.0,0.0,1438.4,1438.4,
608,1.0,3014.0,482.24,0.0,0.0,3496.24,3496.24,
609,1.0,4892.0,782.72,0.0,0.0,5674.72,5674.72,
610,1.0,6000.0,960.0,0.0,0.0,6960.0,6960.0,
611,1.0,5112.0,817.92,0.0,0.0,5929.92,5929.92,
612,1.0,750.03,120.01,0.0,0.0,870.04,870.04,
613,1.0,2663.0,426.08,0.0,0.0,3089.08,3089.08,
614,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
615,1.0,0.0,0.0,0.0,0.0,0.0,2214.15,
616,1.0,0.0,0.0,0.0,0.0,0.0,3330.75,
617,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
618,1.0,6878.0,1100.48,0.0,0.0,7978.48,7978.48,
619,1.0,600.0,96.0,0.0,0.0,696.0,696.0,
620,1.0,1656.97,265.12,0.0,0.0,1922.0900000000001,1922.09,
621,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
622,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
623,1.0,819.89,131.18,0.0,0.0,951.0699999999999,951.07,
624,1.0,94.14,15.07,0.0,0.0,109.21000000000001,109.21,
625,1.0,275.86,44.14,0.0,0.0,320.0,320.0,
626,1.0,200.0,0.0,0.0,0.0,200.0,200.0,
627,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
628,1.0,158.62,25.38,0.0,0.0,184.0,184.0,
629,1.0,2470.0,395.2,0.0,0.0,2865.2,2865.2,
630,1.0,258.63,41.38,0.0,0.0,300.01,300.01,
631,1.0,159.48,25.52,0.0,0.0,185.0,185.0,
632,1.0,296.56,47.44,0.0,0.0,344.0,344.0,
633,1.0,505.17,80.83,0.0,0.0,586.0,586.0,
634,1.0,-1200.0,-192.0,0.0,0.0,-1392.0,-1392.0,
635,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
638,1.0,306.29,49.01,0.0,0.0,355.3,355.3,
639,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
640,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
641,1.0,1054.6,168.74,0.0,0.0,1223.34,1223.34,
642,1.0,50.0,8.0,0.0,0.0,58.0,58.0,
643,1.0,3840.0,614.4,0.0,0.0,4454.4,4454.4,
644,1.0,5349.66,855.95,534.97,570.63,5100.009999999999,5100.01,
645,1.0,59305.88,9488.94,0.0,0.0,68794.81999999999,68794.82,
646,1.0,7460.76,1193.72,0.0,0.0,8654.48,8654.48,
647,1.0,4592.0,734.72,0.0,0.0,5326.72,5326.72,
648,1.0,1200.59,186.87,0.0,0.0,1387.46,1387.46,
649,1.0,4127.5,660.4,0.0,0.0,4787.9,4787.9,
650,1.0,45.69,7.31,0.0,0.0,53.0,53.0,
651,1.0,2561.0,0.0,0.0,0.0,2561.0,2561.0,
652,1.0,729.58,116.73,0.0,0.0,846.3100000000001,846.31,
653,1.0,41017.4,0.0,0.0,0.0,41017.4,41017.4,
654,1.0,49020.13,0.0,0.0,0.0,49020.13,49020.13,
655,1.0,2991.43,478.77,0.0,0.0,3470.2,3470.2,
656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
657,1.0,760.0,121.6,0.0,0.0,881.6,881.6,
658,1.0,4129.43,660.71,0.0,0.0,4790.14,4790.14,
659,1.0,42402.5,6784.4,0.0,0.0,49186.9,49186.9,
660,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
661,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
662,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
663,1.0,2447.95,391.67,0.0,0.0,2839.62,2839.62,
664,1.0,24479.52,0.0,0.0,0.0,24479.52,24479.52,
665,1.0,1889.8,302.37,0.0,0.0,2192.17,2192.17,
666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
667,1.0,21910.0,3505.6,0.0,0.0,25415.6,25415.6,
668,1.0,220.0,35.2,0.0,0.0,255.2,255.2,
669,1.0,1821.99,291.52,0.0,0.0,2113.51,2113.51,
670,1.0,11296.96,1807.51,0.0,0.0,13104.47,13104.47,
671,1.0,36454.07,5832.65,0.0,0.0,42286.72,42286.72,
672,1.0,920.0,147.2,0.0,0.0,1067.2,1067.2,
673,1.0,1992.0,318.72,0.0,0.0,2310.7200000000003,2310.72,
674,1.0,517.24,82.76,0.0,0.0,600.0,600.0,
675,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
676,1.0,240.0,38.4,0.0,0.0,278.4,278.4,
677,1.0,30000.0,4800.0,3000.0,3200.0,28600.0,28600.0,
678,1.0,1834.07,293.45,0.0,0.0,2127.52,2127.52,
679,1.0,3986.4,637.82,0.0,0.0,4624.22,4624.22,
680,1.0,469.0,75.04,5.86,0.0,538.18,538.18,
681,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
682,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
683,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
684,1.0,19850.78,587.67,0.0,0.0,20438.449999999997,20438.45,
685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
686,1.0,490.0,78.4,0.0,0.0,568.4,568.4,
687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
688,1.0,3380.0,540.8,0.0,0.0,3920.8,3920.8,
689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
690,1.0,1797.64,287.62,0.0,0.0,2085.26,2085.26,
691,1.0,1279.38,204.7,0.0,0.0,1484.0800000000002,1484.08,
692,1.0,4543.1,726.9,0.0,0.0,5270.0,5270.0,
693,1.0,22853.59,3656.58,0.0,0.0,26510.17,26510.17,
694,1.0,0.0,0.0,0.0,0.0,0.0,2467.6,
695,1.0,0.0,0.0,0.0,0.0,0.0,2780.85,
696,1.0,0.0,0.0,0.0,0.0,0.0,127.0,
697,1.0,-0.34,-0.05,0.0,0.0,-0.39,-0.39,
698,1.0,-1279.04,-204.65,0.0,0.0,-1483.69,-1483.69,
699,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
700,1.0,1717.25,0.0,0.0,0.0,1717.25,1717.25,
701,1.0,5551.38,888.22,0.0,0.0,6439.6,6439.6,
702,1.0,5551.98,888.32,0.0,0.0,6440.299999999999,6440.3,
703,1.0,0.0,0.0,0.0,0.0,0.0,165.0,
704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
706,19.8911,0.0,0.0,0.0,0.0,0.0,0.0,
707,1.0,2275.9700000000003,364.16,0.0,0.0,2640.13,2640.13,
708,1.0,6891.8,1102.69,0.0,0.0,7994.49,7994.49,
709,1.0,1025.0,164.0,0.0,0.0,1189.0,1189.0,
710,1.0,343.97,55.03,0.0,0.0,399.0,399.0,
711,1.0,4747.0,759.52,0.0,0.0,5506.52,5506.52,
712,1.0,1379.31,220.69,0.0,0.0,1600.0,1600.0,
713,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
714,1.0,410.0,65.6,0.0,0.0,475.6,475.6,
715,1.0,9086.25,1453.8,0.0,0.0,10540.05,10540.05,
716,1.0,12115.0,1938.4,0.0,0.0,14053.4,14053.4,
717,1.0,825.0,132.0,0.0,0.0,957.0,957.0,
718,1.0,128.45,20.55,0.0,0.0,149.0,149.0,
719,1.0,800.0,128.0,10.0,0.0,918.0,918.0,
720,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
721,1.0,122.66,19.63,0.0,3.43,138.85999999999999,138.86,
722,1.0,378.0,60.48,0.0,0.0,438.48,438.48,
723,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
724,1.0,1200.0,192.0,0.0,0.0,1392.0,1392.0,
725,1.0,1326.98,212.32,0.0,0.0,1539.3,1539.3,
726,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
728,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
729,1.0,4500.0,720.0,0.0,0.0,5220.0,5220.0,
730,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
731,1.0,1800.0,288.0,0.0,0.0,2088.0,2088.0,
732,1.0,356.04,56.97,0.0,0.0,413.01,413.01,
733,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
734,1.0,2500.0,400.0,0.0,0.0,2900.0,2900.0,
735,1.0,890.0,142.4,0.0,0.0,1032.4,1032.4,
736,1.0,8000.0,1280.0,0.0,0.0,9280.0,9280.0,
737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
738,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
739,1.0,110.0,17.6,0.0,0.0,127.6,127.6,
740,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
741,1.0,2580.6,412.9,0.0,0.0,2993.5,2993.5,
742,1.0,284.0,45.44,0.0,0.0,329.44,329.44,
743,1.0,25805.98,0.0,0.0,0.0,25805.98,25805.98,
744,1.0,240.0,0.0,0.0,0.0,240.0,240.0,
745,1.0,731.9,117.1,0.0,0.0,849.0,849.0,
746,1.0,8254.37,1320.7,0.0,0.0,9575.070000000002,9575.07,
747,1.0,5349.66,855.95,534.97,570.63,5100.009999999999,5100.01,
748,1.0,2700.0,432.0,0.0,0.0,3132.0,3132.0,
749,1.0,18172.5,2907.6,0.0,0.0,21080.1,21080.1,
750,1.0,3950.0,632.0,0.0,0.0,4582.0,4582.0,
751,1.0,17775.08,2844.01,0.0,0.0,20619.090000000004,20619.09,
752,1.0,711.0,113.76,0.0,0.0,824.76,824.76,
753,1.0,-50.02,-8.0,0.0,0.0,-58.02,-58.02,
754,1.0,1895.2,303.23,0.0,0.0,2198.4300000000003,2198.43,
755,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
756,1.0,0.0,0.0,0.0,0.0,0.0,2279.22,
757,1.0,0.0,0.0,0.0,0.0,0.0,1124.28,
758,1.0,3159.0,505.44,0.0,0.0,3664.44,3664.44,
759,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
760,1.0,1798.05,287.69,0.0,0.0,2085.74,2085.74,
761,1.0,952.88,152.46,0.0,0.0,1105.34,1105.34,
762,1.0,258.63,41.38,0.0,0.0,300.01,300.01,
763,1.0,7499.97,1200.0,0.0,0.0,8699.970000000001,8699.97,
764,1.0,410.34,65.65,0.0,0.0,475.99,475.99,
765,1.0,43337.18,6933.95,0.0,0.0,50271.13,50271.13,
766,1.0,8950.0,1432.0,0.0,0.0,10382.0,10382.0,
767,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
768,1.0,517.24,82.76,0.0,0.0,600.0,600.0,
769,1.0,34454.28,5512.68,0.0,0.0,39966.96,39966.96,
770,1.0,10300.0,48.0,0.0,0.0,10348.0,10348.0,
771,1.0,333.0,53.28,0.0,0.0,386.28,386.28,
772,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
774,1.0,2538.0,406.08,0.0,0.0,2944.08,2944.08,
775,1.0,3080.61,492.9,0.0,0.0,3573.51,3573.51,
776,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
777,1.0,30806.1,0.0,0.0,0.0,30806.1,30806.1,
778,1.0,469.14,75.06,0.0,0.0,544.2,544.2,
779,1.0,0.0,0.0,0.0,0.0,0.0,364.0,
780,1.0,0.0,0.0,0.0,0.0,0.0,3326.25,
781,1.0,1724.14,275.86,0.0,0.0,2000.0,2000.0,
782,1.0,16408.0,2625.28,0.0,0.0,19033.28,19033.28,
783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
784,1.0,1090.0,174.4,0.0,0.0,1264.4,1264.4,
785,1.0,120.0,0.0,0.0,0.0,120.0,120.0,
786,1.0,5450.87,807.53,0.0,0.0,6258.4,6258.4,
787,1.0,148.1,23.7,0.0,0.0,171.79999999999998,171.8,
788,1.0,24000.0,3840.0,2400.0,2560.0,22880.0,22880.0,
789,1.0,1809.99,289.6,0.0,0.0,2099.59,2099.59,
790,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
791,1.0,1700.0,272.0,0.0,0.0,1972.0,1972.0,
792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
793,1.0,219.35000000000002,35.1,0.0,0.0,254.45000000000002,254.45,
794,1.0,3513.86,562.22,0.0,0.0,4076.08,4076.08,
795,1.0,3920.0,627.2,0.0,0.0,4547.2,4547.2,
796,1.0,4250.0,680.0,0.0,0.0,4930.0,4930.0,
797,1.0,600.0,96.0,0.0,0.0,696.0,696.0,
798,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
799,1.0,15054.24,2408.68,0.0,0.0,17462.92,17462.92,
800,1.0,6324.0,1011.84,0.0,0.0,7335.84,7335.84,
801,1.0,2000.0,320.0,0.0,0.0,2320.0,2320.0,
802,1.0,5542.88,886.86,0.0,0.0,6429.74,6429.74,
803,1.0,3125.0,500.0,0.0,0.0,3625.0,3625.0,
804,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
805,1.0,1530.8,244.93,0.0,0.0,1775.73,1775.73,
806,1.0,458.88,73.42,0.0,0.0,532.3,532.3,
807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
808,1.0,2531.75,405.08,0.0,0.0,2936.83,2936.83,
809,1.0,122.66,19.63,0.0,3.43,138.85999999999999,138.86,
810,1.0,11690.0,1870.4,0.0,0.0,13560.4,13560.4,
811,1.0,25317.5,0.0,0.0,0.0,25317.5,25317.5,
812,1.0,517.24,82.76,0.0,0.0,600.0,600.0,
813,1.0,4853.16,776.51,0.0,0.0,5629.67,5629.67,
814,1.0,1061.0,169.76,0.0,0.0,1230.76,1230.76,
815,1.0,0.0,0.0,0.0,0.0,0.0,94.0,
816,1.0,0.0,0.0,0.0,0.0,0.0,565.8,
817,1.0,0.0,0.0,0.0,0.0,0.0,1426.27,
818,1.0,1236.61,197.86,0.0,0.0,1434.4699999999998,1434.47,
819,1.0,3437.0,0.0,0.0,0.0,3437.0,3437.0,
820,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
821,1.0,423.2,67.71,0.0,0.0,490.90999999999997,490.91,
822,1.0,7560.0,1209.6,0.0,0.0,8769.6,8769.6,
823,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
824,1.0,1310.0,209.6,0.0,0.0,1519.6,1519.6,
825,1.0,2593.21,414.91,0.0,0.0,3008.12,3008.12,
826,1.0,480.0,76.8,0.0,0.0,556.8,556.8,
827,1.0,652.11,104.34,0.0,0.0,756.45,756.45,
828,1.0,9040.6,1446.5,0.0,0.0,10487.1,10487.1,
829,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
830,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
